title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,runtime,rating,introduction,produce_year
Run Lola Run,/title/tt0130827/,https://www.metacritic.com/movie/run-lola-run?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,196027,77.0,R,80 min,80,7.7,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",1998
On the Waterfront,/title/tt0047296/,https://www.metacritic.com/movie/on-the-waterfront?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",Approved,151339,91.0,Approved,108 min,108,8.1,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",1954
Dial M for Murder,/title/tt0046912/,https://www.metacritic.com/movie/dial-m-for-murder?ftag=MCD-06-10aaa1c,"Crime,Thriller",PG,170735,75.0,PG,105 min,105,8.2,A former tennis star arranges the murder of his adulterous wife.,1954
The Man Who Would Be King,/title/tt0073341/,https://www.metacritic.com/movie/the-man-who-would-be-king?ftag=MCD-06-10aaa1c,"Adventure,History,War",PG,48060,91.0,PG,129 min,129,7.8,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",1975
God's Own Country,/title/tt5635086/,https://www.metacritic.com/movie/gods-own-country?ftag=MCD-06-10aaa1c,"Drama,Romance",Not Rated,29348,85.0,Not Rated,104 min,104,7.7,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",2017
The Last King of Scotland,/title/tt0455590/,https://www.metacritic.com/movie/the-last-king-of-scotland?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,183414,74.0,R,123 min,123,7.7,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,2006
Wolfwalkers,/title/tt5198068/,https://www.metacritic.com/movie/wolfwalkers?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",PG,29120,87.0,PG,103 min,103,8.0,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,2020
The Third Man,/title/tt0041959/,https://www.metacritic.com/movie/the-third-man?ftag=MCD-06-10aaa1c,"Film-Noir,Mystery,Thriller",Approved,168272,97.0,Approved,93 min,93,8.1,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",1949
All About Eve,/title/tt0042192/,https://www.metacritic.com/movie/all-about-eve?ftag=MCD-06-10aaa1c,Drama,Passed,128429,98.0,Passed,138 min,138,8.2,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,1950
Dawn of the Dead,/title/tt0077402/,https://www.metacritic.com/movie/dawn-of-the-dead-1979?ftag=MCD-06-10aaa1c,"Horror,Thriller",Unrated,117986,71.0,Unrated,127 min,127,7.9,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",1978
Star Trek II: The Wrath of Khan,/title/tt0084726/,https://www.metacritic.com/movie/star-trek-ii-the-wrath-of-khan?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG,118645,67.0,PG,113 min,113,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",1982
It Happened One Night,/title/tt0025316/,https://www.metacritic.com/movie/it-happened-one-night?ftag=MCD-06-10aaa1c,"Comedy,Romance",Passed,101214,87.0,Passed,105 min,105,8.1,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",1934
Fiddler on the Roof,/title/tt0067093/,https://www.metacritic.com/movie/fiddler-on-the-roof?ftag=MCD-06-10aaa1c,"Drama,Family,Musical",G,42630,67.0,G,181 min,181,8.0,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",1971
50/50,/title/tt1306980/,https://www.metacritic.com/movie/5050?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,325806,72.0,R,100 min,100,7.6,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",2011
The Last Emperor,/title/tt0093389/,https://www.metacritic.com/movie/the-last-emperor?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,100590,76.0,PG-13,163 min,163,7.7,The story of the final Emperor of China.,1987
The Wind Rises,/title/tt2013293/,https://www.metacritic.com/movie/the-wind-rises?ftag=MCD-06-10aaa1c,"Animation,Biography,Drama",PG-13,81843,83.0,PG-13,126 min,126,7.8,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",2013
Clerks,/title/tt0109445/,https://www.metacritic.com/movie/clerks?ftag=MCD-06-10aaa1c,Comedy,R,218824,70.0,R,92 min,92,7.7,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",1994
Ed Wood,/title/tt0109707/,https://www.metacritic.com/movie/ed-wood?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",R,172891,70.0,R,127 min,127,7.8,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",1994
King Kong,/title/tt0024216/,https://www.metacritic.com/movie/king-kong-1933?ftag=MCD-06-10aaa1c,"Adventure,Horror,Sci-Fi",Passed,83886,90.0,Passed,100 min,100,7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,1933
Night of the Living Dead,/title/tt0063350/,https://www.metacritic.com/movie/night-of-the-living-dead?ftag=MCD-06-10aaa1c,"Horror,Thriller",Not Rated,124851,89.0,Not Rated,96 min,96,7.9,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,1968
Dancer in the Dark,/title/tt0168629/,https://www.metacritic.com/movie/dancer-in-the-dark?ftag=MCD-06-10aaa1c,"Crime,Drama,Musical",R,107803,61.0,R,140 min,140,8.0,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,2000
Barton Fink,/title/tt0101410/,https://www.metacritic.com/movie/barton-fink?ftag=MCD-06-10aaa1c,"Comedy,Drama,Thriller",R,119084,69.0,R,116 min,116,7.7,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,1991
The Celebration,/title/tt0154420/,https://www.metacritic.com/movie/the-celebration?ftag=MCD-06-10aaa1c,Drama,R,85080,82.0,R,105 min,105,8.1,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",1998
"South Park: Bigger, Longer & Uncut",/title/tt0158983/,https://www.metacritic.com/movie/south-park-bigger-longer-uncut?ftag=MCD-06-10aaa1c,"Animation,Comedy,Fantasy",R,201164,73.0,R,81 min,81,7.7,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",1999
Finding Neverland,/title/tt0308644/,https://www.metacritic.com/movie/finding-neverland?ftag=MCD-06-10aaa1c,"Biography,Drama,Family",PG,203977,67.0,PG,106 min,106,7.6,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,2004
Short Term 12,/title/tt2370248/,https://www.metacritic.com/movie/short-term-12?ftag=MCD-06-10aaa1c,Drama,R,86414,82.0,R,96 min,96,8.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,2013
East of Eden,/title/tt0048028/,https://www.metacritic.com/movie/east-of-eden?ftag=MCD-06-10aaa1c,Drama,PG,44544,72.0,PG,118 min,118,7.9,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.",1955
The Killing,/title/tt0049406/,https://www.metacritic.com/movie/the-killing?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Approved,87693,91.0,Approved,84 min,84,8.0,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,1956
Nebraska,/title/tt1821549/,https://www.metacritic.com/movie/nebraska?ftag=MCD-06-10aaa1c,"Adventure,Comedy,Drama",R,116648,87.0,R,115 min,115,7.7,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",2013
Days of Heaven,/title/tt0077405/,https://www.metacritic.com/movie/days-of-heaven-re-release?ftag=MCD-06-10aaa1c,"Drama,Romance",PG,56853,93.0,PG,94 min,94,7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,1978
Hedwig and the Angry Inch,/title/tt0248845/,https://www.metacritic.com/movie/hedwig-and-the-angry-inch?ftag=MCD-06-10aaa1c,"Comedy,Drama,Music",R,35065,85.0,R,95 min,95,7.7,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,2001
The Man Who Shot Liberty Valance,/title/tt0056217/,https://www.metacritic.com/movie/the-man-who-shot-liberty-valance?ftag=MCD-06-10aaa1c,"Drama,Western",Approved,74212,94.0,Approved,123 min,123,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,1962
The Verdict,/title/tt0084855/,https://www.metacritic.com/movie/the-verdict?ftag=MCD-06-10aaa1c,Drama,R,39328,77.0,R,129 min,129,7.7,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",1982
Being There,/title/tt0078841/,https://www.metacritic.com/movie/being-there?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG,71117,83.0,PG,130 min,130,8.0,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",1979
Mysterious Skin,/title/tt0370986/,https://www.metacritic.com/movie/mysterious-skin?ftag=MCD-06-10aaa1c,Drama,Unrated,68438,73.0,Unrated,105 min,105,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",2004
October Sky,/title/tt0132477/,https://www.metacritic.com/movie/october-sky?ftag=MCD-06-10aaa1c,"Biography,Drama,Family",PG,88651,71.0,PG,108 min,108,7.8,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",1999
The Philadelphia Story,/title/tt0032904/,https://www.metacritic.com/movie/the-philadelphia-story?ftag=MCD-06-10aaa1c,"Comedy,Romance",Not Rated,67768,96.0,Not Rated,112 min,112,7.9,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",1940
Letters from Iwo Jima,/title/tt0498380/,https://www.metacritic.com/movie/letters-from-iwo-jima?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",R,160303,89.0,R,141 min,141,7.9,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2006
Where Eagles Dare,/title/tt0065207/,https://www.metacritic.com/movie/where-eagles-dare?ftag=MCD-06-10aaa1c,"Action,Adventure,War",M,56968,63.0,M,158 min,158,7.6,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",1968
The Right Stuff,/title/tt0086197/,https://www.metacritic.com/movie/the-right-stuff?ftag=MCD-06-10aaa1c,"Adventure,Biography,Drama",PG,60334,91.0,PG,193 min,193,7.8,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",1983
Wings of Desire,/title/tt0093191/,https://www.metacritic.com/movie/wings-of-desire?ftag=MCD-06-10aaa1c,"Drama,Fantasy,Romance",PG-13,69399,79.0,PG-13,128 min,128,8.0,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",1987
Amour,/title/tt1602620/,https://www.metacritic.com/movie/amour?ftag=MCD-06-10aaa1c,Drama,PG-13,98261,94.0,PG-13,127 min,127,7.9,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",2012
What Ever Happened to Baby Jane?,/title/tt0056687/,https://www.metacritic.com/movie/what-ever-happened-to-baby-jane?ftag=MCD-06-10aaa1c,"Drama,Horror,Thriller",Passed,54337,75.0,Passed,134 min,134,8.1,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,1962
Badlands,/title/tt0069762/,https://www.metacritic.com/movie/badlands?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",PG,71333,93.0,PG,94 min,94,7.8,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,1973
Z,/title/tt0065234/,https://www.metacritic.com/movie/z-1969?ftag=MCD-06-10aaa1c,"Crime,Drama,History",M,27695,86.0,M,127 min,127,8.2,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,1969
Happy Together,/title/tt0118845/,https://www.metacritic.com/movie/happy-together?ftag=MCD-06-10aaa1c,"Drama,Romance",12,27425,70.0,12,96 min,96,7.7,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,1997
Beasts of No Nation,/title/tt1365050/,https://www.metacritic.com/movie/beasts-of-no-nation?ftag=MCD-06-10aaa1c,"Drama,War",TV-MA,79494,79.0,TV-MA,137 min,137,7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",2015
The Night of the Hunter,/title/tt0048424/,https://www.metacritic.com/movie/the-night-of-the-hunter-re-release?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Not Rated,87403,99.0,Not Rated,92 min,92,8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",1955
Victoria,/title/tt4226388/,https://www.metacritic.com/movie/victoria?ftag=MCD-06-10aaa1c,"Crime,Drama,Romance",Not Rated,57416,77.0,Not Rated,138 min,138,7.6,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,2015
Me and Earl and the Dying Girl,/title/tt2582496/,https://www.metacritic.com/movie/me-and-earl-and-the-dying-girl?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG-13,129214,74.0,PG-13,105 min,105,7.7,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",2015
The Station Agent,/title/tt0340377/,https://www.metacritic.com/movie/the-station-agent?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,69785,81.0,R,89 min,89,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",2003
Rope,/title/tt0040746/,https://www.metacritic.com/movie/rope?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Approved,139545,73.0,Approved,80 min,80,8.0,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,1948
Paprika,/title/tt0851578/,https://www.metacritic.com/movie/paprika?ftag=MCD-06-10aaa1c,"Animation,Drama,Fantasy",R,79491,81.0,R,90 min,90,7.7,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",2006
The Manchurian Candidate,/title/tt0056218/,https://www.metacritic.com/movie/the-manchurian-candidate-1962?ftag=MCD-06-10aaa1c,"Drama,Thriller",PG-13,74509,94.0,PG-13,126 min,126,7.9,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,1962
Notorious,/title/tt0038787/,https://www.metacritic.com/movie/notorious-1946?ftag=MCD-06-10aaa1c,"Drama,Film-Noir,Romance",Not Rated,99120,100.0,Not Rated,102 min,102,8.0,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,1946
Patton,/title/tt0066206/,https://www.metacritic.com/movie/patton?ftag=MCD-06-10aaa1c,"Biography,Drama,War",GP,100265,91.0,GP,172 min,172,7.9,The World War II phase of the career of controversial American general George S. Patton.,1970
City Lights,/title/tt0021749/,https://www.metacritic.com/movie/city-lights?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",G,180045,99.0,G,87 min,87,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",1931
The Best Years of Our Lives,/title/tt0036868/,https://www.metacritic.com/movie/the-best-years-of-our-lives?ftag=MCD-06-10aaa1c,"Drama,Romance,War",Approved,62146,93.0,Approved,170 min,170,8.1,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",1946
Strangers on a Train,/title/tt0044079/,https://www.metacritic.com/movie/strangers-on-a-train?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",PG,131434,88.0,PG,101 min,101,8.0,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,1951
Pride,/title/tt3169706/,https://www.metacritic.com/movie/pride-2014?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",R,55305,79.0,R,119 min,119,7.8,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,2014
Manhattan,/title/tt0079522/,https://www.metacritic.com/movie/manhattan?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,138167,83.0,R,96 min,96,7.9,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,1979
Loving Vincent,/title/tt3262342/,https://www.metacritic.com/movie/loving-vincent?ftag=MCD-06-10aaa1c,"Animation,Biography,Crime",PG-13,56128,62.0,PG-13,94 min,94,7.8,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",2017
The Killing Fields,/title/tt0087553/,https://www.metacritic.com/movie/the-killing-fields?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,54707,76.0,R,141 min,141,7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",1984
The Innocents,/title/tt0055018/,https://www.metacritic.com/movie/the-innocents?ftag=MCD-06-10aaa1c,Horror,Not Rated,29665,88.0,Not Rated,100 min,100,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,1961
Good Bye Lenin!,/title/tt0301357/,https://www.metacritic.com/movie/goodbye-lenin!?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,143898,68.0,R,121 min,121,7.7,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",2003
Frankenstein,/title/tt0021884/,https://www.metacritic.com/movie/frankenstein?ftag=MCD-06-10aaa1c,"Drama,Horror,Sci-Fi",Passed,70507,91.0,Passed,70 min,70,7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,1931
Fantasia,/title/tt0032455/,https://www.metacritic.com/movie/fantasia?ftag=MCD-06-10aaa1c,"Animation,Family,Fantasy",G,93827,96.0,G,125 min,125,7.7,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",1940
A Little Princess,/title/tt0113670/,https://www.metacritic.com/movie/a-little-princess?ftag=MCD-06-10aaa1c,"Drama,Family,Fantasy",G,34044,83.0,G,97 min,97,7.7,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,1995
Waking Life,/title/tt0243017/,https://www.metacritic.com/movie/waking-life?ftag=MCD-06-10aaa1c,"Animation,Drama,Fantasy",R,63253,83.0,R,99 min,99,7.8,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,2001
The Hustler,/title/tt0054997/,https://www.metacritic.com/movie/the-hustler?ftag=MCD-06-10aaa1c,"Drama,Sport",Not Rated,80501,90.0,Not Rated,134 min,134,8.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,1961
The Quiet Man,/title/tt0045061/,https://www.metacritic.com/movie/the-quiet-man?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",Passed,37614,85.0,Passed,129 min,129,7.8,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",1952
Withnail & I,/title/tt0094336/,https://www.metacritic.com/movie/withnail-i?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,43137,84.0,R,107 min,107,7.6,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",1987
Zulu,/title/tt0058777/,https://www.metacritic.com/movie/zulu?ftag=MCD-06-10aaa1c,"Drama,History,War",Not Rated,38484,77.0,Not Rated,138 min,138,7.7,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,1964
The Ladykillers,/title/tt0048281/,https://www.metacritic.com/movie/the-ladykillers-1955?ftag=MCD-06-10aaa1c,"Comedy,Crime",Not Rated,28794,91.0,Not Rated,91 min,91,7.7,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,1955
The Grapes of Wrath,/title/tt0032551/,https://www.metacritic.com/movie/the-grapes-of-wrath?ftag=MCD-06-10aaa1c,Drama,Passed,90498,96.0,Passed,129 min,129,8.1,"An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",1940
Kubo and the Two Strings,/title/tt4302938/,https://www.metacritic.com/movie/kubo-and-the-two-strings?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,125976,84.0,PG,101 min,101,7.8,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,2016
Breaking the Waves,/title/tt0115751/,https://www.metacritic.com/movie/breaking-the-waves?ftag=MCD-06-10aaa1c,Drama,R,65700,76.0,R,159 min,159,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",1996
The Battle of Algiers,/title/tt0058946/,https://www.metacritic.com/movie/the-battle-of-algiers-re-release?ftag=MCD-06-10aaa1c,"Drama,War",Not Rated,58421,96.0,Not Rated,121 min,121,8.1,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",1966
The Straight Story,/title/tt0166896/,https://www.metacritic.com/movie/the-straight-story?ftag=MCD-06-10aaa1c,"Biography,Drama",G,88632,86.0,G,112 min,112,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,1999
Touch of Evil,/title/tt0052311/,https://www.metacritic.com/movie/touch-of-evil?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",PG-13,102909,99.0,PG-13,95 min,95,8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",1958
Secrets & Lies,/title/tt0117589/,https://www.metacritic.com/movie/secrets-lies?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,42191,91.0,R,136 min,136,8.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",1996
The Treasure of the Sierra Madre,/title/tt0040897/,https://www.metacritic.com/movie/the-treasure-of-the-sierra-madre?ftag=MCD-06-10aaa1c,"Adventure,Drama,Western",Passed,122058,98.0,Passed,126 min,126,8.2,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,1948
Anatomy of a Murder,/title/tt0052561/,https://www.metacritic.com/movie/anatomy-of-a-murder?ftag=MCD-06-10aaa1c,"Drama,Mystery",Not Rated,64855,95.0,Not Rated,161 min,161,8.0,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",1959
Short Cuts,/title/tt0108122/,https://www.metacritic.com/movie/short-cuts?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,44318,79.0,R,188 min,188,7.7,The day-to-day lives of several suburban Los Angeles residents.,1993
Infernal Affairs,/title/tt0338564/,https://www.metacritic.com/movie/infernal-affairs?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,122840,75.0,R,101 min,101,8.0,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",2002
The African Queen,/title/tt0043265/,https://www.metacritic.com/movie/the-african-queen?ftag=MCD-06-10aaa1c,"Adventure,Drama,Romance",PG,77283,91.0,PG,105 min,105,7.8,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",1951
Nashville,/title/tt0073440/,https://www.metacritic.com/movie/nashville?ftag=MCD-06-10aaa1c,"Comedy,Drama,Music",R,25783,96.0,R,160 min,160,7.7,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",1975
Philomena,/title/tt2431286/,https://www.metacritic.com/movie/philomena?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",PG-13,98610,77.0,PG-13,98 min,98,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",2013
Hannah and Her Sisters,/title/tt0091167/,https://www.metacritic.com/movie/hannah-and-her-sisters?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG-13,70490,90.0,PG-13,107 min,107,7.9,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",1986
To Be or Not to Be,/title/tt0035446/,https://www.metacritic.com/movie/to-be-or-not-to-be?ftag=MCD-06-10aaa1c,"Comedy,Romance,War",Passed,35382,86.0,Passed,99 min,99,8.2,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",1942
The Salesman,/title/tt5186714/,https://www.metacritic.com/movie/the-salesman?ftag=MCD-06-10aaa1c,Drama,PG-13,58947,85.0,PG-13,124 min,124,7.7,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",2016
Cat on a Hot Tin Roof,/title/tt0051459/,https://www.metacritic.com/movie/cat-on-a-hot-tin-roof?ftag=MCD-06-10aaa1c,Drama,Not Rated,48375,84.0,Not Rated,108 min,108,8.0,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,1958
The 39 Steps,/title/tt0026029/,https://www.metacritic.com/movie/the-39-steps?ftag=MCD-06-10aaa1c,"Crime,Mystery,Thriller",Approved,55812,93.0,Approved,86 min,86,7.6,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",1935
Control,/title/tt0421082/,https://www.metacritic.com/movie/control?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",R,64384,78.0,R,122 min,122,7.7,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",2007
Gully Boy,/title/tt2395469/,https://www.metacritic.com/movie/gully-boy?ftag=MCD-06-10aaa1c,"Drama,Music,Romance",Not Rated,37269,65.0,Not Rated,154 min,154,7.9,A coming-of-age story based on the lives of street rappers in Mumbai.,2019
