title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
Room,/title/tt3170832/,https://www.metacritic.com/movie/room-2015?ftag=MCD-06-10aaa1c,"Drama,Thriller",R,404005,86,R,118 min,"
Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",I 2015,118,8.1
Planet of the Apes,/title/tt0063442/,https://www.metacritic.com/movie/planet-of-the-apes-1968?ftag=MCD-06-10aaa1c,"Adventure,Sci-Fi",G,175746,79,G,112 min,"
An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",1968,112,8.0
Downfall,/title/tt0363163/,https://www.metacritic.com/movie/downfall?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,347591,82,R,156 min,"
Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",2004,156,8.2
Tangled,/title/tt0398286/,https://www.metacritic.com/movie/tangled?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,435009,71,PG,100 min,"
The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010,100,7.7
Amadeus,/title/tt0086879/,https://www.metacritic.com/movie/amadeus?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",R,390191,88,R,160 min,"
The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",1984,160,8.3
Howl's Moving Castle,/title/tt0347149/,https://www.metacritic.com/movie/howls-moving-castle?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",PG,372527,80,PG,119 min,"
When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",2004,119,8.2
Incendies,/title/tt1255953/,https://www.metacritic.com/movie/incendies?ftag=MCD-06-10aaa1c,"Drama,Mystery,War",R,169555,80,R,131 min,"
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.",2010,131,8.3
The Butterfly Effect,/title/tt0289879/,https://www.metacritic.com/movie/the-butterfly-effect?ftag=MCD-06-10aaa1c,"Drama,Sci-Fi,Thriller",R,476278,,R,113 min,"
Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",2004,113,7.6
Sin City,/title/tt0401792/,https://www.metacritic.com/movie/sin-city?ftag=MCD-06-10aaa1c,"Crime,Thriller",R,756925,74,R,124 min,"
An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",2005,124,8.0
The Incredibles,/title/tt0317705/,https://www.metacritic.com/movie/the-incredibles?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,696868,90,PG,115 min,"
A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",2004,115,8.0
Before Sunrise,/title/tt0112471/,https://www.metacritic.com/movie/before-sunrise?ftag=MCD-06-10aaa1c,"Drama,Romance",R,295004,77,R,101 min,"
A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",1995,101,8.1
Rocky,/title/tt0075148/,https://www.metacritic.com/movie/rocky?ftag=MCD-06-10aaa1c,"Drama,Sport",PG,553684,70,PG,120 min,"
A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.",1976,120,8.1
In the Mood for Love,/title/tt0118694/,https://www.metacritic.com/movie/in-the-mood-for-love?ftag=MCD-06-10aaa1c,"Drama,Romance",PG,142918,85,PG,98 min,"
Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",2000,98,8.1
Gran Torino,/title/tt1205489/,https://www.metacritic.com/movie/gran-torino?ftag=MCD-06-10aaa1c,Drama,R,755871,72,R,116 min,"
Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008,116,8.1
Spotlight,/title/tt1895587/,https://www.metacritic.com/movie/spotlight?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,454391,93,R,129 min,"
The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",I 2015,129,8.1
Edge of Tomorrow,/title/tt1631867/,https://www.metacritic.com/movie/edge-of-tomorrow?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,648769,71,PG-13,113 min,"
A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",2014,113,7.9
The Blind Side,/title/tt0878804/,https://www.metacritic.com/movie/the-blind-side?ftag=MCD-06-10aaa1c,"Biography,Drama,Sport",PG-13,318715,,PG-13,129 min,"
The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",2009,129,7.6
Dances with Wolves,/title/tt0099348/,https://www.metacritic.com/movie/dances-with-wolves?ftag=MCD-06-10aaa1c,"Adventure,Drama,Western",PG-13,256022,72,PG-13,181 min,"
Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",1990,181,8.0
Shrek,/title/tt0126029/,https://www.metacritic.com/movie/shrek?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,652360,84,PG,90 min,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001,90,7.9
The Thing,/title/tt0084787/,https://www.metacritic.com/movie/the-thing-1982?ftag=MCD-06-10aaa1c,"Horror,Mystery,Sci-Fi",R,404585,,R,109 min,"
A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.",1982,109,8.1
Indiana Jones and the Last Crusade,/title/tt0097576/,https://www.metacritic.com/movie/indiana-jones-and-the-last-crusade?ftag=MCD-06-10aaa1c,"Action,Adventure",PG-13,731862,65,PG-13,127 min,"
In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",1989,127,8.2
Unforgiven,/title/tt0105695/,https://www.metacritic.com/movie/unforgiven?ftag=MCD-06-10aaa1c,"Drama,Western",R,400294,85,R,130 min,"
Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",1992,130,8.2
Willy Wonka & the Chocolate Factory,/title/tt0067992/,https://www.metacritic.com/movie/willy-wonka-the-chocolate-factory?ftag=MCD-06-10aaa1c,"Family,Fantasy,Musical",G,194436,67,G,100 min,"
A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.",1971,100,7.8
Star Trek Into Darkness,/title/tt1408101/,https://www.metacritic.com/movie/star-trek-into-darkness?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,477260,72,PG-13,132 min,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013,132,7.7
Man on Fire,/title/tt0328107/,https://www.metacritic.com/movie/man-on-fire?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,353220,,R,146 min,"
In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2004,146,7.7
A Bronx Tale,/title/tt0106489/,https://www.metacritic.com/movie/a-bronx-tale?ftag=MCD-06-10aaa1c,"Crime,Drama",R,137111,80,R,121 min,"
A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.",1993,121,7.8
The Sound of Music,/title/tt0059742/,https://www.metacritic.com/movie/the-sound-of-music?ftag=MCD-06-10aaa1c,"Biography,Drama,Family",G,222313,63,G,172 min,"
A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.",1965,172,8.0
Platoon,/title/tt0091763/,https://www.metacritic.com/movie/platoon?ftag=MCD-06-10aaa1c,"Drama,War",R,403022,92,R,120 min,"
Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",1986,120,8.1
Training Day,/title/tt0139654/,https://www.metacritic.com/movie/training-day?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,419533,69,R,122 min,"
A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.",2001,122,7.7
"Lock, Stock and Two Smoking Barrels",/title/tt0120735/,https://www.metacritic.com/movie/lock-stock-and-two-smoking-barrels?ftag=MCD-06-10aaa1c,"Action,Comedy,Crime",R,566563,66,R,107 min,"
Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",1998,107,8.2
Midnight Cowboy,/title/tt0064665/,https://www.metacritic.com/movie/midnight-cowboy?ftag=MCD-06-10aaa1c,Drama,R,108575,79,R,113 min,"
A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",1969,113,7.8
Finding Nemo,/title/tt0266543/,https://www.metacritic.com/movie/finding-nemo?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,1006743,90,G,100 min,"
After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",2003,100,8.1
WALL·E,/title/tt0910970/,https://www.metacritic.com/movie/wall-e?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",G,1071003,95,G,98 min,"
In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",2008,98,8.4
The Royal Tenenbaums,/title/tt0265666/,https://www.metacritic.com/movie/the-royal-tenenbaums?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,284700,76,R,110 min,"
The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.",2001,110,7.6
Some Like It Hot,/title/tt0053291/,https://www.metacritic.com/movie/some-like-it-hot?ftag=MCD-06-10aaa1c,"Comedy,Music,Romance",Passed,259851,98,Passed,121 min,"
After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",1959,121,8.2
The Bourne Identity,/title/tt0258463/,https://www.metacritic.com/movie/the-bourne-identity?ftag=MCD-06-10aaa1c,"Action,Mystery,Thriller",PG-13,534421,68,PG-13,119 min,"
A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",2002,119,7.9
Cast Away,/title/tt0162222/,https://www.metacritic.com/movie/cast-away?ftag=MCD-06-10aaa1c,"Adventure,Drama,Romance",PG-13,569720,73,PG-13,143 min,"
A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.",2000,143,7.8
Rush,/title/tt1979320/,https://www.metacritic.com/movie/rush?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",R,463651,74,R,123 min,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.",I 2013,123,8.1
The Trial of the Chicago 7,/title/tt1070874/,https://www.metacritic.com/movie/the-trial-of-the-chicago-7?ftag=MCD-06-10aaa1c,"Drama,History,Thriller",R,167927,76,R,129 min,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",2020,129,7.8
Magnolia,/title/tt0175880/,https://www.metacritic.com/movie/magnolia?ftag=MCD-06-10aaa1c,Drama,R,305646,77,R,188 min,"
An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",1999,188,8.0
To Have and Have Not,/title/tt0037382/,https://www.metacritic.com/movie/to-have-and-have-not?ftag=MCD-06-10aaa1c,"Adventure,Comedy,Film-Noir",Passed,33853,90,Passed,100 min,"
During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",1944,100,7.8
Big Fish,/title/tt0319061/,https://www.metacritic.com/movie/big-fish?ftag=MCD-06-10aaa1c,"Adventure,Drama,Fantasy",PG-13,433219,,PG-13,125 min,"
A frustrated son tries to determine the fact from fiction in his dying father's life.",2003,125,8.0
The Fault in Our Stars,/title/tt2582846/,https://www.metacritic.com/movie/the-fault-in-our-stars?ftag=MCD-06-10aaa1c,"Drama,Romance",PG-13,365503,69,PG-13,126 min,"
Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.",2014,126,7.7
My Cousin Vinny,/title/tt0104952/,https://www.metacritic.com/movie/my-cousin-vinny?ftag=MCD-06-10aaa1c,"Comedy,Crime",R,119718,68,R,120 min,"
Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",1992,120,7.6
Rain Man,/title/tt0095953/,https://www.metacritic.com/movie/rain-man?ftag=MCD-06-10aaa1c,Drama,R,499020,65,R,133 min,"
After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",1988,133,8.0
The Game,/title/tt0119174/,https://www.metacritic.com/movie/the-game?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",R,379123,61,R,129 min,"
After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",1997,129,7.7
The Bridge on the River Kwai,/title/tt0050212/,https://www.metacritic.com/movie/the-bridge-on-the-river-kwai?ftag=MCD-06-10aaa1c,"Adventure,Drama,War",PG,215344,87,PG,161 min,"
British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",1957,161,8.1
Argo,/title/tt1024648/,https://www.metacritic.com/movie/argo?ftag=MCD-06-10aaa1c,"Biography,Drama,Thriller",R,600671,86,R,120 min,"
Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",2012,120,7.7
